media,exposure,response
phone_call,4.8979591836734695,0.8289794498746287
phone_call,5.0,0.8318829003083148
webinar,0.0,0.0
webinar,0.10204081632653061,0.09156167707711642
webinar,0.20408163265306123,0.16776271831435466
webinar,0.30612244897959184,0.2321693932140411
webinar,0.40816326530612246,0.2873232989601128
webinar,0.5102040816326531,0.33508471244727783
webinar,0.6122448979591837,0.37684655128211053
webinar,0.7142857142857143,0.4136724692621622
webinar,0.8163265306122449,0.44638871865709223
webinar,0.9183673469387755,0.4756468831513333
webinar,1.0204081632653061,0.5019677168395563
webinar,1.1224489795918369,0.5257724108579525
webinar,1.2244897959183674,0.5474053022556413
webinar,1.3265306122448979,0.5671506385502705
webinar,1.4285714285714286,0.5852451374087665
webinar,1.5306122448979593,0.6018875225220335
webinar,1.6326530612244898,0.6172458522374875
webinar,1.7346938775510203,0.6314632148638757
webinar,1.836734693877551,0.6446622001268496
webinar,1.9387755102040818,0.6569484429879779
webinar,2.0408163265306123,0.6684134568428646
webinar,2.142857142857143,0.6791369169679985
webinar,2.2448979591836737,0.689188514769784
webinar,2.3469387755102042,0.6986294740945198
webinar,2.4489795918367347,0.7075137993358207
webinar,2.5510204081632653,0.715889309100416
webinar,2.6530612244897958,0.7237984972203139
webinar,2.7551020408163267,0.7312792538448903
webinar,2.857142857142857,0.738365472440944
webinar,2.9591836734693877,0.7450875632200197
webinar,3.0612244897959187,0.7514728894003914
webinar,3.163265306122449,0.7575461395035106
webinar,3.2653061224489797,0.7633296463657857
webinar,3.36734693877551,0.7688436615557805
webinar,3.4693877551020407,0.7741065923040907
webinar,3.5714285714285716,0.7791352067874355
webinar,3.673469387755102,0.7839448125908506
webinar,3.7755102040816326,0.7885494123494053
webinar,3.8775510204081636,0.792961839902878
webinar,3.979591836734694,0.7971938797517109
webinar,4.081632653061225,0.801256372155739
webinar,4.183673469387755,0.8051593058493258
webinar,4.285714285714286,0.8089119000424452
webinar,4.387755102040816,0.8125226771248688
webinar,4.4897959183673475,0.8159995272803665
webinar,4.591836734693878,0.8193497660420209
webinar,4.6938775510204085,0.8225801856722578
webinar,4.795918367346939,0.8256971011270005
